pokedex_number,abilities,name,hp,defense,attack,speed,type1,type2,classfication,experience_growth,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,percentage_male,height_m,weight_kg,generation
490,['Hydration'],Manaphy,100,100,100,100,water,,Seafaring Pokémon,1250000,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,,0.3,1.4,4
491,['Bad Dreams'],Darkrai,70,90,90,125,dark,,Pitch-Black Pokémon,1250000,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,,1.5,50.5,4
492,"['Natural Cure', 'Serene Grace']",Shaymin,100,75,103,127,grass,grass,Gratitude Pokémon,1059860,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,,0.2,2.1,4
493,['Multitype'],Arceus,120,120,120,120,normal,,Alpha Pokémon,1250000,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,,3.2,320.0,4
494,['Victory Star'],Victini,100,100,100,100,psychic,fire,Victory Pokémon,1250000,1,2,1,1,0.5,0.5,0.5,1,2,0.5,2,0.5,1,1,0.5,2,0.5,2,,0.4,4.0,5
495,"['Overgrow', 'Contrary']",Snivy,45,55,45,63,grass,,Grass Snake Pokémon,1059860,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,88.1,0.6,8.1,5
496,"['Overgrow', 'Contrary']",Servine,60,75,60,83,grass,,Grass Snake Pokémon,1059860,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,88.1,0.8,16.0,5
497,"['Overgrow', 'Contrary']",Serperior,75,95,75,113,grass,,Regal Pokémon,1059860,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,88.1,3.3,63.0,5
498,"['Blaze', 'Thick Fat']",Tepig,65,45,63,45,fire,,Fire Pig Pokémon,1059860,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,88.1,0.5,9.9,5
499,"['Blaze', 'Thick Fat']",Pignite,90,55,93,55,fire,fighting,Fire Pig Pokémon,1059860,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,88.1,1.0,55.5,5
500,"['Blaze', 'Reckless']",Emboar,110,65,123,65,fire,fighting,Mega Fire Pig Pokémon,1059860,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,88.1,1.6,150.0,5
501,"['Torrent', 'Shell Armor']",Oshawott,55,45,55,45,water,,Sea Otter Pokémon,1059860,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,88.1,0.5,5.9,5
502,"['Torrent', 'Shell Armor']",Dewott,75,60,75,60,water,,Discipline Pokémon,1059860,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,88.1,0.8,24.5,5
503,"['Torrent', 'Shell Armor']",Samurott,95,85,100,70,water,,Formidable Pokémon,1059860,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,88.1,1.5,94.6,5
504,"['Run Away', 'Keen Eye', 'Analytic']",Patrat,45,39,55,42,normal,,Scout Pokémon,1000000,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,0.5,11.6,5
505,"['Illuminate', 'Keen Eye', 'Analytic']",Watchog,60,69,85,77,normal,,Lookout Pokémon,1000000,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,1.1,27.0,5
506,"['Vital Spirit', 'Pickup', 'Run Away']",Lillipup,45,45,60,55,normal,,Puppy Pokémon,1059860,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,0.4,4.1,5
507,"['Intimidate', 'Sand Rush', 'Scrappy']",Herdier,65,65,80,60,normal,,Loyal Dog Pokémon,1059860,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,0.9,14.7,5
508,"['Intimidate', 'Sand Rush', 'Scrappy']",Stoutland,85,90,110,80,normal,,Big-Hearted Pokémon,1059860,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,1.2,61.0,5
509,"['Limber', 'Unburden', 'Prankster']",Purrloin,41,37,50,66,dark,,Devious Pokémon,1000000,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,50,0.4,10.1,5
510,"['Limber', 'Unburden', 'Prankster']",Liepard,64,50,88,106,dark,,Cruel Pokémon,1000000,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,50,1.1,37.5,5
511,"['Gluttony', 'Overgrow']",Pansage,50,48,53,64,grass,,Grass Monkey Pokémon,1000000,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,88.1,0.6,10.5,5
512,"['Gluttony', 'Overgrow']",Simisage,75,63,98,101,grass,,Thorn Monkey Pokémon,1000000,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,88.1,1.1,30.5,5
513,"['Gluttony', 'Blaze']",Pansear,50,48,53,64,fire,,High Temp Pokémon,1000000,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,88.1,0.6,11.0,5
514,"['Gluttony', 'Blaze']",Simisear,75,63,98,101,fire,,Ember Pokémon,1000000,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,88.1,1.0,28.0,5
515,"['Gluttony', 'Torrent']",Panpour,50,48,53,64,water,,Spray Pokémon,1000000,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,88.1,0.6,13.5,5
516,"['Gluttony', 'Torrent']",Simipour,75,63,98,101,water,,Geyser Pokémon,1000000,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,88.1,1.0,29.0,5
517,"['Forewarn', 'Synchronize', 'Telepathy']",Munna,76,45,25,24,psychic,,Dream Eater Pokémon,800000,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,50,0.6,23.3,5
518,"['Forewarn', 'Synchronize', 'Telepathy']",Musharna,116,85,55,29,psychic,,Drowsing Pokémon,800000,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,50,1.1,60.5,5
519,"['Big Pecks', 'Super Luck', 'Rivalry']",Pidove,50,50,55,43,normal,flying,Tiny Pigeon Pokémon,1059860,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,50,0.3,2.1,5
520,"['Big Pecks', 'Super Luck', 'Rivalry']",Tranquill,62,62,77,65,normal,flying,Wild Pigeon Pokémon,1059860,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,50,0.6,15.0,5
521,"['Big Pecks', 'Super Luck', 'Rivalry']",Unfezant,80,80,115,93,normal,flying,Proud Pokémon,1059860,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,50,1.2,29.0,5
522,"['Lightningrod', 'Motor Drive', 'Sap Sipper']",Blitzle,45,32,60,76,electric,,Electrified Pokémon,1000000,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,50,0.8,29.8,5
523,"['Lightningrod', 'Motor Drive', 'Sap Sipper']",Zebstrika,75,63,100,116,electric,,Thunderbolt Pokémon,1000000,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,50,1.6,79.5,5
524,"['Sturdy', 'Weak Armor', 'Sand Force']",Roggenrola,55,85,75,15,rock,,Mantle Pokémon,1059860,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,50,0.4,18.0,5
525,"['Sturdy', 'Weak Armor', 'Sand Force']",Boldore,70,105,105,20,rock,,Ore Pokémon,1059860,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,50,0.9,102.0,5
526,"['Sturdy', 'Sand Stream', 'Sand Force']",Gigalith,85,130,135,25,rock,,Compressed Pokémon,1059860,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,50,1.7,260.0,5
527,"['Unaware', 'Klutz', 'Simple']",Woobat,65,43,45,72,psychic,flying,Bat Pokémon,1000000,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,50,0.4,2.1,5
528,"['Unaware', 'Klutz', 'Simple']",Swoobat,67,55,57,114,psychic,flying,Courting Pokémon,1000000,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,50,0.9,10.5,5
529,"['Sand Rush', 'Sand Force', 'Mold Breaker']",Drilbur,60,40,85,68,ground,,Mole Pokémon,1000000,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,50,0.3,8.5,5
530,"['Sand Rush', 'Sand Force', 'Mold Breaker']",Excadrill,110,60,135,88,ground,steel,Subterrene Pokémon,1000000,0.5,1,0.5,0,0.5,2,2,0.5,1,1,2,1,0.5,0,0.5,0.25,0.5,2,50,0.7,40.4,5
531,"['Healer', 'Regenerator', 'Klutz']",Audino,103,126,60,50,normal,,Hearing Pokémon,800000,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,1.1,31.0,5
532,"['Guts', 'Sheer Force', 'Iron Fist']",Timburr,75,55,80,35,fighting,,Muscular Pokémon,1059860,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,75.4,0.6,12.5,5
533,"['Guts', 'Sheer Force', 'Iron Fist']",Gurdurr,85,85,105,40,fighting,,Muscular Pokémon,1059860,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,75.4,1.2,40.0,5
534,"['Guts', 'Sheer Force', 'Iron Fist']",Conkeldurr,105,95,140,45,fighting,,Muscular Pokémon,1059860,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,75.4,1.4,87.0,5
535,"['Swift Swim', 'Hydration', 'Water Absorb']",Tympole,50,40,50,64,water,,Tadpole Pokémon,1059860,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,0.5,4.5,5
536,"['Swift Swim', 'Hydration', 'Water Absorb']",Palpitoad,75,55,65,69,water,ground,Vibration Pokémon,1059860,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,50,0.8,17.0,5
537,"['Swift Swim', 'Poison Touch', 'Water Absorb']",Seismitoad,105,75,95,74,water,ground,Vibration Pokémon,1059860,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,50,1.5,62.0,5
538,"['Guts', 'Inner Focus', 'Mold Breaker']",Throh,120,85,100,45,fighting,,Judo Pokémon,1000000,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,100,1.3,55.5,5
539,"['Sturdy', 'Inner Focus', 'Mold Breaker']",Sawk,75,75,125,85,fighting,,Karate Pokémon,1000000,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,100,1.4,51.0,5
540,"['Swarm', 'Chlorophyll', 'Overcoat']",Sewaddle,45,70,53,42,bug,grass,Sewing Pokémon,1059860,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,50,0.3,2.5,5
541,"['Leaf Guard', 'Chlorophyll', 'Overcoat']",Swadloon,55,90,63,42,bug,grass,Leaf-Wrapped Pokémon,1059860,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,50,0.5,7.3,5
542,"['Swarm', 'Chlorophyll', 'Overcoat']",Leavanny,75,80,103,92,bug,grass,Nurturing Pokémon,1059860,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,50,1.2,20.5,5
543,"['Poison Point', 'Swarm', 'Speed Boost']",Venipede,30,59,45,57,bug,poison,Centipede Pokémon,1059860,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,50,0.4,5.3,5
544,"['Poison Point', 'Swarm', 'Speed Boost']",Whirlipede,40,99,55,47,bug,poison,Curlipede Pokémon,1059860,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,50,1.2,58.5,5
545,"['Poison Point', 'Swarm', 'Speed Boost']",Scolipede,60,89,100,112,bug,poison,Megapede Pokémon,1059860,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,50,2.5,200.5,5
546,"['Prankster', 'Infiltrator', 'Chlorophyll']",Cottonee,40,60,27,66,grass,fairy,Cotton Puff Pokémon,1000000,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,50,0.3,0.6,5
547,"['Prankster', 'Infiltrator', 'Chlorophyll']",Whimsicott,60,85,67,116,grass,fairy,Windveiled Pokémon,1000000,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,50,0.7,6.6,5
548,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",Petilil,45,50,35,30,grass,,Bulb Pokémon,1000000,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,0,0.5,6.6,5
549,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",Lilligant,70,75,60,90,grass,,Flowering Pokémon,1000000,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,0,1.1,16.3,5
550,"['Reckless', 'Rock Head', 'Adaptability', 'Mold Breaker']",Basculin,70,65,92,98,water,,Hostile Pokémon,1000000,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,1.0,18.0,5
551,"['Intimidate', 'Moxie', 'Anger Point']",Sandile,50,35,72,65,ground,dark,Desert Croc Pokémon,1059860,2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,50,0.7,15.2,5
552,"['Intimidate', 'Moxie', 'Anger Point']",Krokorok,60,45,82,74,ground,dark,Desert Croc Pokémon,1059860,2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,50,1.0,33.4,5
553,"['Intimidate', 'Moxie', 'Anger Point']",Krookodile,95,80,117,92,ground,dark,Intimidation Pokémon,1059860,2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,50,1.5,96.3,5
554,"['Hustle', 'Inner Focus']",Darumaka,70,45,90,50,fire,,Zen Charm Pokémon,1059860,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,50,0.6,37.5,5
555,"['Sheer Force', 'Zen Mode']",Darmanitan,105,105,30,55,fire,fire,Blazing Pokémon,1059860,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,50,1.3,92.9,5
556,"['Water Absorb', 'Chlorophyll', 'Storm Drain']",Maractus,75,67,86,60,grass,,Cactus Pokémon,1000000,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,50,1.0,28.0,5
557,"['Sturdy', 'Shell Armor', 'Weak Armor']",Dwebble,50,85,65,55,bug,rock,Rock Inn Pokémon,1000000,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,50,0.3,14.5,5
558,"['Sturdy', 'Shell Armor', 'Weak Armor']",Crustle,70,125,105,45,bug,rock,Stone Home Pokémon,1000000,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,50,1.4,200.0,5
559,"['Shed Skin', 'Moxie', 'Intimidate']",Scraggy,50,70,75,48,dark,fighting,Shedding Pokémon,1000000,1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,50,0.6,11.8,5
560,"['Shed Skin', 'Moxie', 'Intimidate']",Scrafty,65,115,90,58,dark,fighting,Hoodlum Pokémon,1000000,1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,50,1.1,30.0,5
561,"['Wonder Skin ', 'Magic Guard', 'Tinted Lens']",Sigilyph,72,80,58,97,psychic,flying,Avianoid Pokémon,1000000,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,50,1.4,14.0,5
562,['Mummy'],Yamask,38,85,30,30,ghost,,Spirit Pokémon,1000000,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,50,0.5,1.5,5
563,['Mummy'],Cofagrigus,58,145,50,30,ghost,,Coffin Pokémon,1000000,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,50,1.7,76.5,5
564,"['Solid Rock', 'Sturdy', 'Swift Swim']",Tirtouga,54,103,78,22,water,rock,Prototurtle Pokémon,1000000,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,88.1,0.7,16.5,5
565,"['Solid Rock', 'Sturdy', 'Swift Swim']",Carracosta,74,133,108,32,water,rock,Prototurtle Pokémon,1000000,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,88.1,1.2,81.0,5
566,['Defeatist'],Archen,55,45,112,70,rock,flying,First Bird Pokémon,1000000,0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,88.1,0.5,9.5,5
567,['Defeatist'],Archeops,75,65,140,110,rock,flying,First Bird Pokémon,1000000,0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,88.1,1.4,32.0,5
568,"['Stench', 'Sticky Hold', 'Aftermath']",Trubbish,50,62,50,65,poison,,Trash Bag Pokémon,1000000,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,50,0.6,31.0,5
569,"['Stench', 'Weak Armor', 'Aftermath']",Garbodor,80,82,95,75,poison,,Trash Heap Pokémon,1000000,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,50,1.9,107.3,5
570,['Illusion'],Zorua,40,40,65,65,dark,,Tricky Fox Pokémon,1059860,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,88.1,0.7,12.5,5
571,['Illusion'],Zoroark,60,60,105,105,dark,,Illusion Fox Pokémon,1059860,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,88.1,1.6,81.1,5
572,"['Cute Charm', 'Technician', 'Skill Link']",Minccino,55,40,50,75,normal,,Chinchilla Pokémon,800000,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,24.6,0.4,5.8,5
573,"['Cute Charm', 'Technician', 'Skill Link']",Cinccino,75,60,95,115,normal,,Scarf Pokémon,800000,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,24.6,0.5,7.5,5
574,"['Frisk', 'Competitive', 'Shadow Tag']",Gothita,45,50,30,45,psychic,,Fixation Pokémon,1059860,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,24.6,0.4,5.8,5
575,"['Frisk', 'Competitive', 'Shadow Tag']",Gothorita,60,70,45,55,psychic,,Manipulate Pokémon,1059860,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,24.6,0.7,18.0,5
576,"['Frisk', 'Competitive', 'Shadow Tag']",Gothitelle,70,95,55,65,psychic,,Astral Body Pokémon,1059860,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,24.6,1.5,44.0,5
577,"['Overcoat', 'Magic Guard', 'Regenerator']",Solosis,45,40,30,20,psychic,,Cell Pokémon,1059860,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,50,0.3,1.0,5
578,"['Overcoat', 'Magic Guard', 'Regenerator']",Duosion,65,50,40,30,psychic,,Mitosis Pokémon,1059860,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,50,0.6,8.0,5
579,"['Overcoat', 'Magic Guard', 'Regenerator']",Reuniclus,110,75,65,30,psychic,,Multiplying Pokémon,1059860,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,50,1.0,20.1,5
580,"['Keen Eye', 'Big Pecks', 'Hydration']",Ducklett,62,50,44,55,water,flying,Water Bird Pokémon,1000000,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,50,0.5,5.5,5
581,"['Keen Eye', 'Big Pecks', 'Hydration']",Swanna,75,63,87,98,water,flying,White Bird Pokémon,1000000,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,50,1.3,24.2,5
582,"['Ice Body', 'Snow Cloak', 'Weak Armor']",Vanillite,36,50,50,44,ice,,Fresh Snow Pokémon,1250000,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,50,0.4,5.7,5
583,"['Ice Body', 'Snow Cloak', 'Weak Armor']",Vanillish,51,65,65,59,ice,,Icy Snow Pokémon,1250000,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,50,1.1,41.0,5
584,"['Ice Body', 'Snow Warning', 'Weak Armor']",Vanilluxe,71,85,95,79,ice,,Snowstorm Pokémon,1250000,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,50,1.3,57.5,5
585,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",Deerling,60,50,60,75,normal,grass,Season Pokémon,1000000,2,1,1,0.5,1,2,2,2,0,0.5,0.5,2,1,2,1,1,1,0.5,50,0.6,19.5,5
586,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",Sawsbuck,80,70,100,95,normal,grass,Season Pokémon,1000000,2,1,1,0.5,1,2,2,2,0,0.5,0.5,2,1,2,1,1,1,0.5,50,1.9,92.5,5
587,"['Static', 'Motor Drive']",Emolga,55,60,75,103,electric,flying,Sky Squirrel Pokémon,1000000,0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,50,0.4,5.0,5
588,"['Swarm', 'Shed Skin', 'No Guard']",Karrablast,50,45,75,60,bug,,Clamping Pokémon,1000000,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,50,0.5,5.9,5
589,"['Swarm', 'Shell Armor', 'Overcoat']",Escavalier,70,105,135,20,bug,steel,Cavalry Pokémon,1000000,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,50,1.0,33.0,5
590,"['Effect Spore', 'Regenerator']",Foongus,69,45,55,15,grass,poison,Mushroom Pokémon,1000000,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,50,0.2,1.0,5
591,"['Effect Spore', 'Regenerator']",Amoonguss,114,70,85,30,grass,poison,Mushroom Pokémon,1000000,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,50,0.6,10.5,5
592,"['Water Absorb', 'Cursed Body', 'Damp']",Frillish,55,50,40,40,water,ghost,Floating Pokémon,1000000,0.5,2,1,2,1,0,0.5,1,2,2,1,0.5,0,0.5,1,1,0.5,0.5,50,1.2,33.0,5
593,"['Water Absorb', 'Cursed Body', 'Damp']",Jellicent,100,70,60,60,water,ghost,Floating Pokémon,1000000,0.5,2,1,2,1,0,0.5,1,2,2,1,0.5,0,0.5,1,1,0.5,0.5,50,2.2,135.0,5
594,"['Healer', 'Hydration', 'Regenerator']",Alomomola,165,80,75,65,water,,Caring Pokémon,800000,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,1.2,31.6,5
595,"['Compoundeyes', 'Unnerve', 'Swarm']",Joltik,50,50,47,65,bug,electric,Attaching Pokémon,1000000,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,50,0.1,0.6,5
596,"['Compoundeyes', 'Unnerve', 'Swarm']",Galvantula,70,60,77,108,bug,electric,EleSpider Pokémon,1000000,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,50,0.8,14.3,5
597,['Iron Barbs'],Ferroseed,44,91,50,10,grass,steel,Thorn Seed Pokémon,1000000,1,1,0.5,0.5,0.5,2,4,1,1,0.25,1,1,0.5,0,0.5,0.5,0.5,0.5,50,0.6,18.8,5
598,"['Iron Barbs', 'Anticipation']",Ferrothorn,74,131,94,20,grass,steel,Thorn Pod Pokémon,1000000,1,1,0.5,0.5,0.5,2,4,1,1,0.25,1,1,0.5,0,0.5,0.5,0.5,0.5,50,1.0,110.0,5
599,"['Plus', 'Minus', 'Clear Body']",Klink,40,70,55,30,steel,,Gear Pokémon,1059860,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,,0.3,21.0,5
600,"['Plus', 'Minus', 'Clear Body']",Klang,60,95,80,50,steel,,Gear Pokémon,1059860,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,,0.6,51.0,5
601,"['Plus', 'Minus', 'Clear Body']",Klinklang,60,115,100,90,steel,,Gear Pokémon,1059860,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,,0.6,81.0,5
602,['Levitate'],Tynamo,35,40,55,60,electric,,EleFish Pokémon,1250000,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,50,0.2,0.3,5
603,['Levitate'],Eelektrik,65,70,85,40,electric,,EleFish Pokémon,1250000,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,50,1.2,22.0,5
604,['Levitate'],Eelektross,85,80,115,50,electric,,EleFish Pokémon,1250000,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,50,2.1,80.5,5
605,"['Telepathy', 'Synchronize', 'Analytic']",Elgyem,55,55,55,30,psychic,,Cerebral Pokémon,1000000,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,50,0.5,9.0,5
606,"['Telepathy', 'Synchronize', 'Analytic']",Beheeyem,75,75,75,40,psychic,,Cerebral Pokémon,1000000,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,50,1.0,34.5,5
607,"['Flash Fire', 'Flame Body', 'Infiltrator']",Litwick,50,55,30,20,ghost,fire,Candle Pokémon,1059860,0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,50,0.3,3.1,5
608,"['Flash Fire', 'Flame Body', 'Infiltrator']",Lampent,60,60,40,55,ghost,fire,Lamp Pokémon,1059860,0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,50,0.6,13.0,5
609,"['Flash Fire', 'Flame Body', 'Infiltrator']",Chandelure,60,90,55,80,ghost,fire,Luring Pokémon,1059860,0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,50,1.0,34.3,5
610,"['Rivalry', 'Mold Breaker', 'Unnerve']",Axew,46,60,87,57,dragon,,Tusk Pokémon,1250000,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,50,0.6,18.0,5
